Date,Gas Price,Carbon Price,Coal Price,Oil Price,Distillate Price,Exchange Rate (£:€)
14/6/2021,67.78,52.8,109,404.82,564.75,1.1642
15/6/2021,69.98,51.3,108,410.48,566,1.1608
16/6/2021,69.83,51.24,108,412.1,571.5,1.1651
17/6/2021,68.23,50.81,107.8,404.82,562.25,1.1692
18/6/2021,70.03,51.8,107.75,407.29,563.25,1.1657
19/6/2021,74.88,51.8,107.75,407.29,563.25,1.1657
20/6/2021,74.88,51.8,107.75,407.29,563.25,1.1657
21/6/2021,74.7,52.33,107,414.68,567.25,1.1673
22/6/2021,74.5,53.31,107.25,414.85,569.25,1.1688
23/6/2021,78.13,54.56,108,417.2,574.25,1.1705
24/6/2021,80.45,54.98,108.25,418.94,571.75,1.1644
25/6/2021,80.63,54.95,108.5,422.13,573.25,1.1635
26/6/2021,82.4,54.95,108.5,422.13,573.25,1.1635
27/6/2021,82.4,54.95,108.5,422.13,573.25,1.1635
28/6/2021,82.33,55.4,113.15,415.18,567.75,1.1667
29/6/2021,79.15,55.53,115.05,415.97,570.5,1.1635
30/6/2021,82.86,56.25,120.75,417.87,568,1.1654
